DISTRIBUTION;SOLVER;NETWORK_FILE;PARAMETER_FILE;PERC_BUDGET;EDGE_COST_MULT;CAPACITY;SEED;BUDGET;TOTAL_NB_SCE;NB_SAA_PROB;NB_SAA_SCE;NB_TEST_SAA;STATUS;LB;UB;GAP;TIME;NB_BRANCH_NODES;VAR_BRANCH_NODES;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;MEAN_INV_UB;VAR_INV_UB;NB_SAA_NOT_SOLVED;VALID_INEQUALITY_SAA;IT_HOT_START;PAPADAKOS;USE_CALLBACK;USER_CUTS;VALID_INEQUALITY_EV;TRUST_REGION;
Discrete Choice;Linearization_LShaped;../instances/usa/39nodes5facilities.txt;../instances/params.txt;0.5;10;4;3000;179207.280000;12500;;;;3;9044.677481;10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104.000000;1.000000;7200.000000;0.000000;;;;;;;;;;;;100;1;0;0;1;0;
