DISTRIBUTION;SOLVER;NETWORK_FILE;PARAMETER_FILE;PERC_BUDGET;EDGE_COST_MULT;CAPACITY;SEED;BUDGET;TOTAL_NB_SCE;NB_SAA_PROB;NB_SAA_SCE;NB_TEST_SAA;STATUS;LB;UB;GAP;TIME;NB_BRANCH_NODES;VAR_BRANCH_NODES;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_SAA_NOT_SOLVED;VALID_INEQUALITY_SAA;IT_HOT_START;PAPADAKOS;USE_CALLBACK;USER_CUTS;VALID_INEQUALITY_EV;TRUST_REGION;
Normal;EV;../data/usa/39nodes5facilities.txt;../data/params.txt;0.5;10;0;3000;;;;;;2;15259.868447;15259.868447;0.000000;0.011929;1.000000;;;;;;;;;;;;;;;;
Normal;EEV_SAA;../data/usa/39nodes5facilities.txt;../data/params.txt;0.5;10;0;3000;179207.280000;;0;0;50000;2;15594.659496;15594.659496;0.000000;0.000000;0;0;;15636.969535;;;665.578300;;;;;;;;;;
